lat,lon,row,col,elevation,slope,dist_to_drainage,permanent_water,b2,b3,b4,b8,b11,b12,ndvi,ndwi,mndwi,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,is_flooded,time_tag,date
26.85,93.05,0,0,55.0,0.06780679384430047,3354.1019662496847,0,0.07398133745654961,0.08745754900507213,0.11006631654258353,0.16012901555283995,0.05661497928703951,0.042476885086998414,0.18528329151240444,-0.2935193083905757,0.21407653961513334,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.0581081081081,0,1,55.59150287112615,0.06683219711891486,3162.2776601683795,0,0.08433933645545288,0.12083834821256095,0.0613687413827638,0.189960883824524,0.08217666270652865,0.048614410906350755,0.5116471692144731,-0.22240245871479308,0.19043747694939156,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.06621621621622,0,2,56.165989281597575,0.06393651124630562,3041.38126514911,0,0.045106444850637605,0.10196130789284481,0.09577723939422463,0.18162231395298273,0.07082377360967845,0.03772583513680711,0.3094635250005525,-0.28090824657222824,0.180209518040826,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.07432432432432,0,3,56.706932303347784,0.05920326446115654,2915.4759474226503,0,0.06390981308205451,0.10974304734610843,0.11109810780442908,0.22630484262293085,0.10458190125456487,0.06987301815836211,0.3414513729872304,-0.34686056383661595,0.02408092812874949,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.08243243243243,0,4,57.19876999053455,0.05276909590484101,2692.5824035672517,0,0.048987182788886294,0.11030695575224023,0.08311410539182515,0.19188330406718773,0.09617609166646586,0.058448964878488864,0.3955279409233128,-0.2699502008061838,0.06843591964975151,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.09054054054054,0,5,57.62735306838484,0.04482006300029924,2549.509756796392,0,0.07344678972369395,0.08869838737853473,0.08758970849695465,0.17807070395654367,0.07522477448185441,0.039153801814149375,0.3405888011882345,-0.33501738386930835,0.08219463634243435,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.09864864864865,0,6,57.980351982066665,0.0355869729463718,2500.0,0,0.03962812793354218,0.08950923400332726,0.13186159945118642,0.0647999993891323,0.05644438679776241,0.029186128183932285,-0.3409998004568515,0.16012793310013995,0.2265433661031956,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.10675675675675,0,7,58.24761159553771,0.025341221818954332,2236.06797749979,0,0.06004750068636702,0.10573843388479426,0.06427412330685414,0.1634606390138988,0.08287457363900369,0.05425994536798163,0.4355350546520431,-0.21442192599464993,0.1212209508976239,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.11486486486486,0,8,58.4214433363168,0.014401072653099117,2061.5528128088304,0,0.0571413741459202,0.10572515210480221,0.09736620693423843,0.1330137854456685,0.06995781616100205,0.048625524780791615,0.15473376255377846,-0.11430318904212439,0.20359011427148482,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.12297297297297,0,9,58.496846381716395,0.003427113870292202,2000.0,0,0.05499738638185343,0.10811502274873296,0.10384579468560425,0.11254781295372654,0.04728666310441346,0.021133633110264814,0.04021382304991133,-0.02008851278481462,0.3914263874792396,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.13108108108108,0,10,58.47165152340608,0.008808620912573586,2000.0,0,0.08063343245423765,0.11631453062061196,0.07846418049099019,0.14261271400147635,0.08002171215552972,0.06247918108966389,0.29016376696161433,-0.10156587910499494,0.1848502317600084,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.13918918918918,0,11,58.34658357158751,0.019935101950105484,2000.0,0,0.06833949158816754,0.0862222738328595,0.0806674913608363,0.18978790898940118,0.09812809803460382,0.06858260079734799,0.4034690272050482,-0.37522382897318973,-0.06458255344365957,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.1472972972973,0,12,58.125240503523365,0.030572160764013843,2000.0,0,0.052163927278976244,0.10748520183802873,0.07551855627073488,0.2998772009464873,0.0946240109930904,0.05636276012667081,0.5976588189835235,-0.4722869625784601,0.06363482545549518,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.1554054054054,0,13,57.81398995628432,0.0403479840607944,2000.0,0,0.04851503096728631,0.10751290472140333,0.09269458852437552,0.14536631156623236,0.06890126633423674,0.030399652172934673,0.22125305288060443,-0.1496896124227612,0.2188691320499162,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.16351351351351,0,14,57.421786041421676,0.048970502883302236,2000.0,0,0.05760221930999505,0.14067790498445748,0.09782282413663528,0.1444425579322482,0.05360182955107963,0.03824622922747095,0.19243242329651197,-0.013203723047118525,0.44819924641973147,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.17162162162163,0,15,56.95991175148129,0.05618827350721225,2000.0,0,0.06945986423576496,0.12331579704126307,0.06779516424696952,0.1347093170297317,0.09632794206906747,0.04007832413608247,0.3304327850802103,-0.04415661480793794,0.12287098550776639,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.17972972972973,0,16,56.441654368853946,0.06179225070411343,2000.0,0,0.05095522759335448,0.09209246028973012,0.07441620923943296,0.27612723954043134,0.0974415349403365,0.06982971441187766,0.5754235985888009,-0.4997959896116011,-0.028222229061812813,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.18783783783783,0,17,55.88192321484822,0.06562054894920168,2000.0,0,0.05209606860033856,0.13811496152266448,0.08049093188855237,0.1367685927546789,0.07811813134790717,0.037033460195755374,0.2590341438660856,0.004897958634627151,0.2774635539450641,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.19594594594595,0,18,55.296820735663864,0.0675627039891335,2000.0,0,0.04937841776169093,0.10782334385370446,0.08515981219336163,0.1899205509262372,0.07904719247000402,0.0621639499592964,0.38083671062938385,-0.27573085775654216,0.15398969013972139,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.20405405405405,0,19,54.70317926433562,0.0675627039890749,2000.0,0,0.040145506600992475,0.11057712956128772,0.08160887714197484,0.15480249529357684,0.07412898766856671,0.037824680743352906,0.309602649133516,-0.16664937668646634,0.1973303467493125,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.21216216216216,0,20,54.11807678515228,0.06562054894919923,2000.0,0,0.05205420431483092,0.09852075157293266,0.08841870699891163,0.13215757932791983,0.09854684072111397,0.040368081231773975,0.19829353929209642,-0.14581696096868524,-0.00013238673410951403,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
26.85,93.22027027027028,0,21,53.55834563114558,0.061792250704167134,2061.5528128088304,0,0.03468142811979541,0.11605298080046927,0.0722406005939208,0.12140296341308508,0.07125185144800075,0.049757196734512274,0.2538805649607292,-0.022530412440478206,0.2391881987017695,92.5,203.50000000000003,342.8,548.48,1,T,2020-07-14
