lat,lon,row,col,elevation,slope,dist_to_drainage,permanent_water,b2,b3,b4,b8,b11,b12,ndvi,ndwi,mndwi,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,is_flooded,time_tag,date
26.85,93.05,0,0,55.0,0.06780679384430047,3354.1019662496847,0,0.04258862100760494,0.08800046151525669,0.05744389185924583,0.29283665772470974,0.10866429351018592,0.10055413293893498,0.6720119028700293,-0.5378576091334846,-0.10507130006658251,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.0581081081081,0,1,55.59150287112615,0.06683219711891486,3162.2776601683795,0,0.08293143760717005,0.07721889149050248,0.052226385911986785,0.36451870305486117,0.09258921756446649,0.09087023219276849,0.7493603415484592,-0.6503855457932962,-0.09051580108820562,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.06621621621622,0,2,56.165989281597575,0.06393651124630562,3041.38126514911,0,0.0685425498426845,0.07484399621593751,0.07591964544325822,0.2517700220054039,0.12142439577308674,0.10306453126944623,0.5366367644961494,-0.5416974218780288,-0.237329991610442,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.07432432432432,0,3,56.706932303347784,0.05920326446115654,2915.4759474226503,0,0.0570271405584781,0.08046632798924491,0.05970176211111418,0.3215550528452259,0.11915438734039417,0.10641821703567762,0.6868158463803813,-0.599691151715466,-0.19380774137838608,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.08243243243243,0,4,57.19876999053455,0.05276909590484101,2692.5824035672517,0,0.0643375948167547,0.10619949137887642,0.07535647876905044,0.350753529184989,0.12043521503444322,0.11063749718280248,0.6463048993093661,-0.5351840851953058,-0.06281349224710325,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.09054054054054,0,5,57.62735306838484,0.04482006300029924,2549.509756796392,0,0.059604603946362085,0.07215781445115083,0.08401690094285832,0.38758309411337644,0.07378276257357727,0.06890328703058224,0.6436940881751099,-0.6860934173505514,-0.011134305771043632,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.09864864864865,0,6,57.980351982066665,0.0355869729463718,2500.0,0,0.05734383938847193,0.09852075925462891,0.09231595782715947,0.39299847268727306,0.1401935720995097,0.06073247564817094,0.6195621518716752,-0.5991172560176162,-0.17457182043199623,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.10675675675675,0,7,58.24761159553771,0.025341221818954332,2236.06797749979,0,0.06572708131906824,0.1008131717518209,0.08782286666547284,0.2921812821824332,0.12977635585632047,0.12043009796325232,0.5377792909856473,-0.48694850479436197,-0.12560488693671393,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.11486486486486,0,8,58.4214433363168,0.014401072653099117,2061.5528128088304,0,0.05169672751046503,0.10208505973510884,0.06581573442235593,0.2480535718574785,0.08489578626786376,0.1195694483697741,0.5806167590371837,-0.41688764752885143,0.09193061557711772,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.12297297297297,0,9,58.496846381716395,0.003427113870292202,2000.0,0,0.06950407116599655,0.07220685310253486,0.048896135961068204,0.27750633794031254,0.11644916753868464,0.13123307000541723,0.7003933800115087,-0.587050850213823,-0.234513008566992,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.13108108108108,0,10,58.47165152340608,0.008808620912573586,2000.0,0,0.06087898960612286,0.10330446279895644,0.06901718296543385,0.2901629718398199,0.13520693732836805,0.10099763461865888,0.6156958405029545,-0.4749019743456326,-0.13375654638196116,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.13918918918918,0,11,58.34658357158751,0.019935101950105484,2000.0,0,0.075639432401489,0.07457215450851043,0.05862330114592882,0.3104345936861453,0.07596171368515202,0.07056186524761703,0.6823081902203301,-0.6126188151811396,-0.009230867911845096,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.1472972972973,0,12,58.125240503523365,0.030572160764013843,2000.0,0,0.06256177788340686,0.08166117528615349,0.0835387260933213,0.33935575787794,0.0600472315262916,0.0760765013455316,0.6049191488392371,-0.612076382409328,0.1525239680103927,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.1554054054054,0,13,57.81398995628432,0.0403479840607944,2000.0,0,0.07220818743153501,0.08548779805416991,0.06879052903087603,0.32083786793292907,0.10696442628706883,0.12434781153378208,0.6468914385527279,-0.579215224776643,-0.11159453805722055,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.16351351351351,0,14,57.421786041421676,0.048970502883302236,2000.0,0,0.08294054137225962,0.06468719261579178,0.060115605321465385,0.3204665802378451,0.1560817991002554,0.09489119446900894,0.6840858988845561,-0.6640966264390975,-0.41398279883315914,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.17162162162163,0,15,56.95991175148129,0.05618827350721225,2000.0,0,0.053643940422887754,0.08494132065607417,0.07752244354469029,0.2958053744928142,0.11380533491087694,0.09352113289162578,0.5846949033321296,-0.5538170157263782,-0.14523011544246042,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.17972972972973,0,16,56.441654368853946,0.06179225070411343,2000.0,0,0.08210562189766388,0.08603665581019636,0.0729630699080579,0.4049494695399844,0.14817549784197312,0.10876117025082717,0.6946591745624242,-0.6495351544787907,-0.26530995309946365,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
26.85,93.18783783783783,0,17,55.88192321484822,0.06562054894920168,2000.0,0,0.04731317901949561,0.09345105011485652,0.06703610425877492,0.3517469970207965,0.12304278749925951,0.07831821037251482,0.6798527063456735,-0.5801819899022097,-0.1366862172240038,12.2,26.84,58.4,93.44,0,T-7,2020-07-07
